Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","002","Africa","5412","Yield","01241.90","Other beans, green","2021","2021","kg/ha","9314.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01241.90","Other beans, green","2021","2021","t","694550.55","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01241.90","Other beans, green","2022","2022","kg/ha","9103.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01241.90","Other beans, green","2022","2022","t","675489.13","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01241.90","Other beans, green","2023","2023","kg/ha","9634.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01241.90","Other beans, green","2023","2023","t","679371.61","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01241.90","Other beans, green","2024","2024","kg/ha","9658.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01241.90","Other beans, green","2024","2024","t","679088.51","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2017","2017","kg/ha","6721","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2017","2017","t","4830.97","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2018","2018","kg/ha","6873.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2018","2018","t","5359.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2019","2019","kg/ha","7119.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2019","2019","t","5933.07","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2020","2020","kg/ha","7528.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2020","2020","t","7510.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2021","2021","kg/ha","7919.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2021","2021","t","9025.97","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2022","2022","kg/ha","8299.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2022","2022","t","10672.81","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2023","2023","kg/ha","7941.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2023","2023","t","8139.7","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2024","2024","kg/ha","8282.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01355.90","Other berries and fruits of the genus vaccinium n.e.c.","2024","2024","t","9381.8","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01329","Other citrus fruit, n.e.c.","2017","2017","kg/ha","5268.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01329","Other citrus fruit, n.e.c.","2017","2017","t","5095707.78","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01329","Other citrus fruit, n.e.c.","2018","2018","kg/ha","5279.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01329","Other citrus fruit, n.e.c.","2018","2018","t","5138403.24","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01329","Other citrus fruit, n.e.c.","2019","2019","kg/ha","5293.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01329","Other citrus fruit, n.e.c.","2019","2019","t","5183833.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01329","Other citrus fruit, n.e.c.","2020","2020","kg/ha","5330.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01329","Other citrus fruit, n.e.c.","2020","2020","t","5281036.08","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01329","Other citrus fruit, n.e.c.","2021","2021","kg/ha","5238.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01329","Other citrus fruit, n.e.c.","2021","2021","t","5214630.97","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01329","Other citrus fruit, n.e.c.","2022","2022","kg/ha","5242","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01329","Other citrus fruit, n.e.c.","2022","2022","t","5240244.59","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01329","Other citrus fruit, n.e.c.","2023","2023","kg/ha","5246","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01329","Other citrus fruit, n.e.c.","2023","2023","t","5272943.77","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01329","Other citrus fruit, n.e.c.","2024","2024","kg/ha","5283.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01329","Other citrus fruit, n.e.c.","2024","2024","t","5286580.47","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01929.90","Other fibre crops, raw, n.e.c.","2017","2017","kg/ha","141.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2017","2017","t","47167.24","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01929.90","Other fibre crops, raw, n.e.c.","2018","2018","kg/ha","140.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2018","2018","t","47599.77","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01929.90","Other fibre crops, raw, n.e.c.","2019","2019","kg/ha","140.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2019","2019","t","48484.61","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01929.90","Other fibre crops, raw, n.e.c.","2020","2020","kg/ha","139.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2020","2020","t","49278.72","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01929.90","Other fibre crops, raw, n.e.c.","2021","2021","kg/ha","141.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2021","2021","t","49995.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01929.90","Other fibre crops, raw, n.e.c.","2022","2022","kg/ha","137.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2022","2022","t","48468.12","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01929.90","Other fibre crops, raw, n.e.c.","2023","2023","kg/ha","135.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2023","2023","t","48031.62","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01929.90","Other fibre crops, raw, n.e.c.","2024","2024","kg/ha","137.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2024","2024","t","48451.71","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01359.90","Other fruits, n.e.c.","2017","2017","kg/ha","6331.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01359.90","Other fruits, n.e.c.","2017","2017","t","6195691.18","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01359.90","Other fruits, n.e.c.","2018","2018","kg/ha","6339.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01359.90","Other fruits, n.e.c.","2018","2018","t","6255297.83","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01359.90","Other fruits, n.e.c.","2019","2019","kg/ha","6345.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01359.90","Other fruits, n.e.c.","2019","2019","t","6474755.56","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01359.90","Other fruits, n.e.c.","2020","2020","kg/ha","6310.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01359.90","Other fruits, n.e.c.","2020","2020","t","6434989.63","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01359.90","Other fruits, n.e.c.","2021","2021","kg/ha","6338.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01359.90","Other fruits, n.e.c.","2021","2021","t","6535951.41","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01359.90","Other fruits, n.e.c.","2022","2022","kg/ha","6326.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01359.90","Other fruits, n.e.c.","2022","2022","t","6661172.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01359.90","Other fruits, n.e.c.","2023","2023","kg/ha","6330.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01359.90","Other fruits, n.e.c.","2023","2023","t","6732045.22","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01359.90","Other fruits, n.e.c.","2024","2024","kg/ha","6333.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01359.90","Other fruits, n.e.c.","2024","2024","t","6816082.99","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2017","2017","t","216049.05","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2018","2018","t","216911.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2019","2019","t","217777.75","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2020","2020","t","219682.24","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2021","2021","t","222930.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2022","2022","t","223124.05","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2023","2023","t","224830.29","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","21119.90","Other meat of mammals, fresh or chilled","2024","2024","t","225923.85","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2017","2017","kg/ha","1949","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2017","2017","t","258614.21","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2018","2018","kg/ha","1988.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2018","2018","t","267442.93","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2019","2019","kg/ha","2025.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2019","2019","t","269952.17","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","2020","kg/ha","2046.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2020","2020","t","269590.59","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2021","2021","kg/ha","1992.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2021","2021","t","265774.16","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","2022","kg/ha","1996.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2022","2022","t","264669","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2023","2023","kg/ha","1987.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2023","2023","t","263319.76","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2024","2024","kg/ha","1930.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01379.90","Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.","2024","2024","t","257496.82","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01449.90","Other oil seeds, n.e.c.","2017","2017","kg/ha","826.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01449.90","Other oil seeds, n.e.c.","2017","2017","t","741079.08","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01449.90","Other oil seeds, n.e.c.","2018","2018","kg/ha","817.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01449.90","Other oil seeds, n.e.c.","2018","2018","t","707726.35","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01449.90","Other oil seeds, n.e.c.","2019","2019","kg/ha","816.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01449.90","Other oil seeds, n.e.c.","2019","2019","t","708742.71","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01449.90","Other oil seeds, n.e.c.","2020","2020","kg/ha","793","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01449.90","Other oil seeds, n.e.c.","2020","2020","t","641075.86","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01449.90","Other oil seeds, n.e.c.","2021","2021","kg/ha","794","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01449.90","Other oil seeds, n.e.c.","2021","2021","t","642602.55","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01449.90","Other oil seeds, n.e.c.","2022","2022","kg/ha","791.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01449.90","Other oil seeds, n.e.c.","2022","2022","t","631939.96","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01449.90","Other oil seeds, n.e.c.","2023","2023","kg/ha","849.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01449.90","Other oil seeds, n.e.c.","2023","2023","t","696364.09","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01449.90","Other oil seeds, n.e.c.","2024","2024","kg/ha","859.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01449.90","Other oil seeds, n.e.c.","2024","2024","t","701659","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01709.90","Other pulses n.e.c.","2017","2017","kg/ha","646.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01709.90","Other pulses n.e.c.","2017","2017","t","1291887.65","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01709.90","Other pulses n.e.c.","2018","2018","kg/ha","645.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01709.90","Other pulses n.e.c.","2018","2018","t","1295890.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01709.90","Other pulses n.e.c.","2019","2019","kg/ha","641.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01709.90","Other pulses n.e.c.","2019","2019","t","1265862.25","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01709.90","Other pulses n.e.c.","2020","2020","kg/ha","646.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01709.90","Other pulses n.e.c.","2020","2020","t","1354608.07","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01709.90","Other pulses n.e.c.","2021","2021","kg/ha","642.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01709.90","Other pulses n.e.c.","2021","2021","t","1351422.45","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01709.90","Other pulses n.e.c.","2022","2022","kg/ha","658.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01709.90","Other pulses n.e.c.","2022","2022","t","1502598.88","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01709.90","Other pulses n.e.c.","2023","2023","kg/ha","655.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01709.90","Other pulses n.e.c.","2023","2023","t","1391125.96","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01709.90","Other pulses n.e.c.","2024","2024","kg/ha","643.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01709.90","Other pulses n.e.c.","2024","2024","t","1341358.27","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2017","2017","kg/ha","966.3","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2017","2017","t","293774.86","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2018","2018","kg/ha","913.9","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2018","2018","t","334711.98","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2019","2019","kg/ha","1002.2","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2019","2019","t","324022.07","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2020","2020","kg/ha","978.9","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2020","2020","t","376833.77","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2021","2021","kg/ha","954.8","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2021","2021","t","315615.12","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2022","2022","kg/ha","1021","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2022","2022","t","313588.95","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2023","2023","kg/ha","1027.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2023","2023","t","351079.33","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01699","Other stimulant, spice and aromatic crops, n.e.c.","2024","2024","kg/ha","1005.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01699","Other stimulant, spice and aromatic crops, n.e.c.","2024","2024","t","357184.73","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01349.20","Other stone fruits","2017","2017","kg/ha","9812.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01349.20","Other stone fruits","2017","2017","t","43711.86","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01349.20","Other stone fruits","2018","2018","kg/ha","9053.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01349.20","Other stone fruits","2018","2018","t","40541.29","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01349.20","Other stone fruits","2019","2019","kg/ha","9748","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01349.20","Other stone fruits","2019","2019","t","43811.62","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01349.20","Other stone fruits","2020","2020","kg/ha","9297.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01349.20","Other stone fruits","2020","2020","t","41080.98","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01349.20","Other stone fruits","2021","2021","kg/ha","9802.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01349.20","Other stone fruits","2021","2021","t","43047.02","A","Official figure",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01349.20","Other stone fruits","2022","2022","kg/ha","9929.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01349.20","Other stone fruits","2022","2022","t","44095.25","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01349.20","Other stone fruits","2023","2023","kg/ha","10043.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01349.20","Other stone fruits","2023","2023","t","44891.92","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01349.20","Other stone fruits","2024","2024","kg/ha","10092.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01349.20","Other stone fruits","2024","2024","t","44491.96","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01319","Other tropical fruits, n.e.c.","2017","2017","kg/ha","4224.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01319","Other tropical fruits, n.e.c.","2017","2017","t","836762.85","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01319","Other tropical fruits, n.e.c.","2018","2018","kg/ha","4250.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01319","Other tropical fruits, n.e.c.","2018","2018","t","842834.64","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01319","Other tropical fruits, n.e.c.","2019","2019","kg/ha","4230.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01319","Other tropical fruits, n.e.c.","2019","2019","t","843516.49","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01319","Other tropical fruits, n.e.c.","2020","2020","kg/ha","4246.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01319","Other tropical fruits, n.e.c.","2020","2020","t","848699.44","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01319","Other tropical fruits, n.e.c.","2021","2021","kg/ha","4258.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01319","Other tropical fruits, n.e.c.","2021","2021","t","858138.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01319","Other tropical fruits, n.e.c.","2022","2022","kg/ha","4248.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01319","Other tropical fruits, n.e.c.","2022","2022","t","861051.59","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01319","Other tropical fruits, n.e.c.","2023","2023","kg/ha","4250.3","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01319","Other tropical fruits, n.e.c.","2023","2023","t","863452.77","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01319","Other tropical fruits, n.e.c.","2024","2024","kg/ha","4252.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01319","Other tropical fruits, n.e.c.","2024","2024","t","865045.93","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2017","2017","kg/ha","7746.2","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2017","2017","t","20649025.8","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2018","2018","kg/ha","7679.6","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2018","2018","t","20829438.4","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2019","2019","kg/ha","7743.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2019","2019","t","21323100","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2020","2020","kg/ha","7722.1","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2020","2020","t","21443778.12","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2021","2021","kg/ha","7725.9","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2021","2021","t","21477860.11","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2022","2022","kg/ha","7766.5","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2022","2022","t","21552354.29","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5412","Yield","01290.90","Other vegetables, fresh n.e.c.","2023","2023","kg/ha","7777.7","E","Estimated value",""
"QCL","Crops and livestock products","002","Africa","5510","Production","01290.90","Other vegetables, fresh n.e.c.","2023","2023","t","21654061.01","E","Estimated value",""
